Unnamed: 0,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
201,Air India,3/06/2024,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No Info,5916.849999999999
202,IndiGo,24/04/2024,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No Info,4261.05
203,Air India,18/05/2024,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No Info,5893.9
204,Multiple carriers,3/06/2024,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12h 20m,1 stop,No Info,9245.449999999999
205,Jet Airways,18/04/2024,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No Info,6144.65
206,IndiGo,27/03/2024,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 28 Mar,9h 35m,1 stop,No Info,5990.8
207,Vistara,27/06/2024,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No Info,4146.3
208,Jet Airways,21/05/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,9217.4
209,Jet Airways,18/05/2024,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 20 May,29h 20m,2 stops,No Info,12859.65
210,IndiGo,12/05/2024,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No Info,3351.5499999999997
211,SpiceJet,6/06/2024,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No Info,4745.55
212,Multiple carriers,6/06/2024,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No Info,8199.1
213,Multiple carriers,3/06/2024,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No Info,6525.45
214,IndiGo,1/06/2024,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No Info,5815.7
215,Jet Airways,24/06/2024,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,non-stop,In-flight meal not included,4245.75
216,Vistara,9/06/2024,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No Info,8121.75
217,IndiGo,1/06/2024,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No Info,3465.45
218,Jet Airways,12/05/2024,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No Info,6144.65
219,Multiple carriers,9/06/2024,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No Info,10363.199999999999
220,Air India,12/04/2024,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No Info,5024.349999999999
221,Air India,12/06/2024,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No Info,7116.2
222,Jet Airways,18/03/2024,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,In-flight meal not included,4245.75
223,Multiple carriers,9/05/2024,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No Info,12174.55
224,Jet Airways,9/06/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 Jun,22h 55m,2 stops,No Info,11061.9
225,Air India,6/06/2024,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 07 Jun,28h 50m,2 stops,No Info,11552.35
226,Jet Airways,3/03/2024,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50 04 Mar,37h 25m,2 stops,No Info,15979.15
227,IndiGo,27/04/2024,Banglore,Delhi,BLR → DEL,23:30,02:20 28 Apr,2h 50m,non-stop,No Info,3351.5499999999997
228,SpiceJet,21/05/2024,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1670.25
229,Jet Airways,27/05/2024,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4245.75
230,Air India,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30 25 Mar,25h 40m,1 stop,No Info,12444.85
231,Air India,12/04/2024,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No Info,3791.0
232,Air India,18/05/2024,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No Info,8662.35
233,Jet Airways,9/03/2024,Delhi,Cochin,DEL → BOM → COK,02:15,19:45,17h 30m,1 stop,In-flight meal not included,11766.55
234,IndiGo,1/05/2024,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 02 May,5h 45m,1 stop,No Info,5396.65
235,Air Asia,1/05/2024,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No Info,3747.65
236,Jet Airways,6/03/2024,Delhi,Cochin,DEL → BOM → COK,18:15,19:45 07 Mar,25h 30m,1 stop,No Info,14470.4
237,Multiple carriers,18/05/2024,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,No Info,11667.949999999999
238,IndiGo,15/03/2024,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No Info,7526.75
239,Multiple carriers,24/06/2024,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No Info,10645.4
240,Jet Airways,18/03/2024,Banglore,New Delhi,BLR → BOM → DEL,11:40,20:20,8h 40m,1 stop,No Info,11521.75
241,Jet Airways,6/06/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,9217.4
242,Multiple carriers,9/06/2024,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No Info,11548.949999999999
243,SpiceJet,12/06/2024,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3011.5499999999997
244,Vistara,18/03/2024,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No Info,4115.7
245,IndiGo,24/04/2024,Banglore,Delhi,BLR → DEL,23:30,02:20 25 Apr,2h 50m,non-stop,No Info,3351.5499999999997
246,Jet Airways,9/06/2024,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 10 Jun,9h 10m,1 stop,In-flight meal not included,8990.449999999999
247,IndiGo,15/05/2024,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No Info,5932.15
248,Vistara,27/06/2024,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No Info,10184.699999999999
249,SpiceJet,6/06/2024,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No Info,4474.4
250,Vistara,3/03/2024,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No Info,6800.849999999999
251,Air India,1/06/2024,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 02 Jun,23h 30m,2 stops,No Info,9053.35
252,Jet Airways,24/05/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50 25 May,27h 20m,1 stop,In-flight meal not included,9217.4
253,Multiple carriers,27/03/2024,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,12h 35m,1 stop,No Info,5610.849999999999
254,Air India,21/03/2024,Delhi,Cochin,DEL → BOM → COK,19:00,19:15 22 Mar,24h 15m,1 stop,No Info,5598.95
255,SpiceJet,21/03/2024,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,non-stop,No Info,2697.0499999999997
256,Air India,9/05/2024,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No Info,4443.8
257,Jet Airways,21/06/2024,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,4903.65
258,Jet Airways,6/06/2024,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No Info,12506.9
259,Jet Airways,3/06/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No Info,11061.9
260,IndiGo,3/06/2024,Banglore,Delhi,BLR → DEL,22:10,01:00 04 Jun,2h 50m,non-stop,No Info,2855.15
261,GoAir,03/03/2024,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,non-stop,No Info,5713.7
262,IndiGo,18/03/2024,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No Info,3792.7
263,IndiGo,9/03/2024,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,11h 15m,1 stop,No Info,5245.349999999999
264,Air India,21/05/2024,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No Info,10457.55
265,Multiple carriers,21/03/2024,Delhi,Cochin,DEL → BOM → COK,11:40,01:35 22 Mar,13h 55m,1 stop,No Info,6540.75
266,IndiGo,24/06/2024,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 25 Jun,14h 5m,1 stop,No Info,4831.4
267,Air India,12/06/2024,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 13 Jun,15h 5m,1 stop,No Info,7111.099999999999
268,Air India,1/03/2024,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No Info,16685.5
269,Jet Airways,06/03/2024,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05 07 Mar,15h,1 stop,In-flight meal not included,11476.699999999999
270,Jet Airways,1/05/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 02 May,12h 55m,1 stop,No Info,12563.85
271,Multiple carriers,12/06/2024,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No Info,5536.05
272,Air India,1/06/2024,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No Info,8439.65
273,Multiple carriers,6/06/2024,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 07 Jun,7h 40m,2 stops,No Info,15533.75
274,Air India,9/04/2024,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 10 Apr,27h 20m,1 stop,No Info,3813.95
275,IndiGo,15/03/2024,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No Info,2340.9
276,Air India,27/03/2024,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No Info,2188.75
277,SpiceJet,12/06/2024,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No Info,6990.4
278,Air India,9/03/2024,Delhi,Cochin,DEL → BLR → COK,20:30,08:15 10 Mar,11h 45m,1 stop,No Info,7642.349999999999
279,IndiGo,24/06/2024,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No Info,4250.0
280,Jet Airways,12/06/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 13 Jun,24h 55m,1 stop,In-flight meal not included,7249.65
281,Air India,3/03/2024,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 04 Mar,27h 20m,1 stop,No Info,11935.699999999999
282,Jet Airways,24/05/2024,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,3425.5
283,Jet Airways,6/06/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 07 Jun,17h 5m,1 stop,In-flight meal not included,9217.4
284,IndiGo,6/05/2024,Kolkata,Banglore,CCU → BLR,21:25,00:05 07 May,2h 40m,non-stop,No Info,4083.4
285,Multiple carriers,27/05/2024,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 28 May,8h,1 stop,In-flight meal not included,6211.8
286,IndiGo,12/05/2024,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No Info,4099.55
287,Jet Airways,24/06/2024,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 25 Jun,27h 35m,1 stop,In-flight meal not included,8722.699999999999
288,Jet Airways,27/05/2024,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 28 May,7h 30m,1 stop,In-flight meal not included,10963.3
289,Air India,12/03/2024,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,16:20 13 Mar,22h 55m,2 stops,No Info,10861.3
290,IndiGo,3/03/2024,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8h 35m,1 stop,No Info,12640.35
291,Air India,21/03/2024,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15 22 Mar,29h 55m,2 stops,No Info,7401.8
292,Jet Airways,6/06/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 07 Jun,22h 15m,1 stop,In-flight meal not included,9217.4
293,SpiceJet,6/03/2024,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,No Info,3509.65
294,IndiGo,18/05/2024,Kolkata,Banglore,CCU → BLR,21:25,00:05 19 May,2h 40m,non-stop,No Info,4083.4
295,Jet Airways,6/05/2024,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No Info,6144.65
296,Jet Airways,21/03/2024,Banglore,New Delhi,BLR → BOM → DEL,07:00,19:10,12h 10m,1 stop,In-flight meal not included,6657.2
297,SpiceJet,18/03/2024,Chennai,Kolkata,MAA → CCU,09:30,12:05,2h 35m,non-stop,No Info,3280.15
298,Multiple carriers,6/06/2024,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No Info,7650.849999999999
299,Vistara,9/05/2024,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No Info,4146.3
300,IndiGo,3/05/2024,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No Info,2340.9
301,Vistara,27/06/2024,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No Info,3967.7999999999997
302,Air Asia,12/05/2024,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No Info,4433.599999999999
303,Jet Airways,6/06/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 07 Jun,22h 55m,2 stops,In-flight meal not included,8812.8
304,IndiGo,9/03/2024,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14h 40m,2 stops,No Info,6924.099999999999
305,Jet Airways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 28 Mar,15h 25m,1 stop,No Info,10405.699999999999
306,Jet Airways,15/03/2024,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7h 15m,1 stop,In-flight meal not included,7763.9
307,Air India,6/06/2024,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 07 Jun,20h 10m,2 stops,No Info,9298.15
308,Air India,6/06/2024,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40 07 Jun,20h 45m,2 stops,No Info,9990.05
309,SpiceJet,24/04/2024,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No Info,3547.9
310,Jet Airways,21/05/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50 22 May,23h 50m,1 stop,In-flight meal not included,9217.4
311,Jet Airways,3/06/2024,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 04 Jun,27h,1 stop,No Info,12506.9
312,Jet Airways,12/06/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,8414.15
313,IndiGo,3/03/2024,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,11h 50m,1 stop,No Info,12640.35
314,IndiGo,6/03/2024,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No Info,6200.75
315,Air India,6/06/2024,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 07 Jun,24h 30m,2 stops,No Info,11445.25
316,SpiceJet,21/05/2024,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3011.5499999999997
317,Multiple carriers,27/06/2024,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 28 Jun,6h 30m,1 stop,No Info,6118.3
318,Jet Airways,1/06/2024,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 02 Jun,20h 25m,1 stop,In-flight meal not included,8722.699999999999
319,IndiGo,15/03/2024,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No Info,3525.7999999999997
320,Jet Airways,27/06/2024,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No Info,6813.599999999999
321,Jet Airways,9/06/2024,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 10 Jun,5h 35m,1 stop,In-flight meal not included,8722.699999999999
322,SpiceJet,15/06/2024,Kolkata,Banglore,CCU → BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,3264.85
323,Jet Airways,12/03/2024,Banglore,New Delhi,BLR → MAA → DEL,09:45,00:30 13 Mar,14h 45m,1 stop,No Info,9780.949999999999
324,Jet Airways,1/05/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,No Info,12563.85
325,Jet Airways,27/05/2024,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 28 May,25h 30m,1 stop,No Info,13667.15
326,Jet Airways,27/05/2024,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 28 May,5h 35m,1 stop,In-flight meal not included,10963.3
327,Multiple carriers,6/03/2024,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No Info,13050.05
328,IndiGo,24/03/2024,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No Info,6207.55
329,SpiceJet,24/03/2024,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:45,5h 40m,1 stop,No Info,5267.45
330,Air India,9/06/2024,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,4h 5m,1 stop,No Info,7646.599999999999
331,IndiGo,21/03/2024,Delhi,Cochin,DEL → HYD → COK,14:20,22:20,8h,1 stop,No Info,5548.8
332,GoAir,9/04/2024,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No Info,3603.15
333,IndiGo,12/03/2024,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No Info,3525.7999999999997
334,SpiceJet,24/05/2024,Banglore,Delhi,BLR → DEL,21:10,00:05 25 May,2h 55m,non-stop,No Info,3375.35
335,Air Asia,6/05/2024,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1 stop,No Info,4413.2
336,Jet Airways,9/04/2024,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 10 Apr,23h 10m,2 stops,No Info,8060.55
337,Jet Airways,3/06/2024,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No Info,15983.4
338,Air India,18/06/2024,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No Info,4420.849999999999
339,Jet Airways,27/05/2024,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No Info,13667.15
340,Jet Airways,15/06/2024,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,6144.65
341,Multiple carriers,27/05/2024,Delhi,Cochin,DEL → BOM → COK,17:45,01:30 28 May,7h 45m,1 stop,No Info,5775.75
342,Jet Airways,9/05/2024,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55 10 May,25h 20m,1 stop,No Info,9310.05
343,Multiple carriers,24/06/2024,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 25 Jun,10h 25m,2 stops,No Info,13570.25
344,Air India,9/04/2024,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 10 Apr,30h 20m,2 stops,No Info,8472.8
345,IndiGo,6/06/2024,Kolkata,Banglore,CCU → BLR,22:15,00:50 07 Jun,2h 35m,non-stop,No Info,4083.4
346,Jet Airways,27/05/2024,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No Info,13667.15
347,Jet Airways,12/06/2024,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35 13 Jun,15h 10m,2 stops,In-flight meal not included,9780.949999999999
348,Air India,9/06/2024,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 10 Jun,28h 20m,2 stops,No Info,9810.699999999999
349,Jet Airways,24/04/2024,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No Info,6144.65
350,Jet Airways,27/04/2024,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,3862.4
351,IndiGo,15/05/2024,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No Info,5521.599999999999
352,IndiGo,15/06/2024,Kolkata,Banglore,CCU → BLR,21:25,00:05 16 Jun,2h 40m,non-stop,No Info,4083.4
353,Air India,01/03/2024,Banglore,New Delhi,BLR → CCU → DEL,11:05,09:15 02 Mar,22h 10m,1 stop,No Info,11423.15
354,Jet Airways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 28 Mar,10h 10m,1 stop,In-flight meal not included,5559.0
355,IndiGo,1/06/2024,Banglore,Delhi,BLR → DEL,23:30,02:20 02 Jun,2h 50m,non-stop,No Info,3902.35
356,IndiGo,18/03/2024,Banglore,New Delhi,BLR → HYD → DEL,16:15,20:35,4h 20m,1 stop,No Info,3771.45
357,Air Asia,21/03/2024,Delhi,Cochin,DEL → BLR → COK,20:10,07:10 22 Mar,11h,1 stop,No Info,5228.349999999999
358,Jet Airways,21/06/2024,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,6590.9
359,Jet Airways,24/06/2024,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 25 Jun,22h 35m,1 stop,In-flight meal not included,8722.699999999999
360,Jet Airways,9/06/2024,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No Info,6813.599999999999
361,SpiceJet,24/03/2024,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,4063.85
362,Vistara,27/06/2024,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No Info,3967.7999999999997
363,Air India,06/03/2024,Banglore,New Delhi,BLR → MAA → DEL,11:50,08:55 07 Mar,21h 5m,1 stop,No Info,12404.9
364,Jet Airways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,16:55,04:45 25 Mar,11h 50m,1 stop,No Info,12096.35
365,Air India,15/05/2024,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 16 May,25h 35m,1 stop,No Info,7161.25
366,Multiple carriers,12/06/2024,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No Info,8199.1
367,IndiGo,3/03/2024,Chennai,Kolkata,MAA → CCU,14:40,17:05,2h 25m,non-stop,No Info,6200.75
368,Air Asia,9/04/2024,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1 stop,No Info,4387.7
369,IndiGo,09/03/2024,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No Info,5831.0
370,Vistara,15/04/2024,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No Info,5283.599999999999
371,Air Asia,24/05/2024,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No Info,4413.2
372,IndiGo,9/04/2024,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No Info,4099.55
373,SpiceJet,3/04/2024,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3331.15
374,IndiGo,3/06/2024,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No Info,2340.9
375,Multiple carriers,9/05/2024,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No Info,7917.75
376,Multiple carriers,27/03/2024,Delhi,Cochin,DEL → BOM → COK,10:00,18:50,8h 50m,1 stop,No Info,9916.949999999999
377,Jet Airways,12/06/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 13 Jun,20h 15m,1 stop,In-flight meal not included,5290.4
378,Air India,24/03/2024,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 25 Mar,20h 10m,2 stops,No Info,11346.65
379,Jet Airways,18/03/2024,Banglore,New Delhi,BLR → BOM → DEL,16:55,09:00 16 Mar,16h 5m,1 stop,In-flight meal not included,9423.949999999999
380,Multiple carriers,6/03/2024,Delhi,Cochin,DEL → BOM → COK,13:00,01:35 07 Mar,12h 35m,1 stop,No Info,13262.55
381,Jet Airways,9/05/2024,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 10 May,17h 5m,2 stops,No Info,12859.65
382,IndiGo,9/04/2024,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No Info,4099.55
383,Vistara,1/05/2024,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,15h 30m,1 stop,No Info,7184.2
384,Multiple carriers,6/06/2024,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No Info,10645.4
385,SpiceJet,27/03/2024,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No Info,2876.4
386,Jet Airways,1/06/2024,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 02 Jun,23h 45m,1 stop,In-flight meal not included,8722.699999999999
387,SpiceJet,18/06/2024,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1670.25
388,IndiGo,18/05/2024,Kolkata,Banglore,CCU → BLR,22:15,00:50 19 May,2h 35m,non-stop,No Info,4083.4
389,Jet Airways,27/05/2024,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 28 May,24h 45m,1 stop,No Info,13667.15
390,Jet Airways,1/06/2024,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00 02 Jun,21h 35m,2 stops,No Info,11298.199999999999
391,Air Asia,9/05/2024,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No Info,5738.349999999999
392,Air India,15/05/2024,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No Info,7368.65
393,IndiGo,3/03/2024,Delhi,Cochin,DEL → BOM → COK,17:30,01:35 04 Mar,8h 5m,1 stop,No Info,12640.35
394,Jet Airways,21/05/2024,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,10963.3
395,SpiceJet,6/06/2024,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3331.15
396,Multiple carriers,1/03/2024,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6h 25m,1 stop,No Info,31435.55
397,IndiGo,3/06/2024,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No Info,3057.45
398,Air India,09/03/2024,Banglore,New Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No Info,9129.85
399,Air India,6/06/2024,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 07 Jun,12h 45m,2 stops,No Info,9717.199999999999
400,Jet Airways,12/03/2024,Banglore,New Delhi,BLR → BOM → DEL,18:55,10:45 13 Mar,15h 50m,1 stop,In-flight meal not included,9423.949999999999
401,Jet Airways,3/06/2024,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 04 Jun,27h,2 stops,No Info,11298.199999999999
402,Air India,15/06/2024,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,07:40 16 Jun,26h 25m,3 stops,No Info,8919.05
403,GoAir,09/03/2024,Banglore,New Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No Info,6486.349999999999
